name,code
PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS FARMACÊUTICAS - BRASÍLIA,906
PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS MECÂNICAS - BRASÍLIA,904
PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DO COMPORTAMENTO - BRASÍLIA,903
PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA SAÚDE - BRASÍLIA,902
PROGRAMA DE PÓS-GRADUAÇÃO EM GEOTECNIA - BRASÍLIA,901
PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA POLÍTICA - BRASÍLIA,900
PROGRAMA DE PÓS-GRADUAÇÃO EM NUTRIÇÃO HUMANA - BRASÍLIA,899
PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA REABILITAÇÃO - BRASÍLIA,898
PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS E TECNOLOGIAS EM SAÚDE - BRASÍLIA,897
PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS CONTÁBEIS - BRASÍLIA,896
PROGRAMA DE PÓS-GRADUAÇÃO EM INFORMÁTICA - BRASÍLIA,895
PROGRAMA DE PÓS-GRADUAÇÃO EM ESTATÍSTICA - BRASÍLIA,876
PROGRAMA DE PÓS-GRADUAÇÃO EM DESIGN - BRASÍLIA,875
PROGRAMA DE PÓS-GRADUAÇÃO EM MEDICINA TROPICAL - BRASÍLIA,874
PROGRAMA DE PÓS-GRADUAÇÃO EM MÚSICA - BRASÍLIA,873
PROGRAMA DE PÓS-GRADUAÇÃO EM SAÚDE ANIMAL - BRASÍLIA,872
PROGRAMA DE PÓS-GRADUAÇÃO EM ANTROPOLOGIA - BRASÍLIA,855
PROGRAMA DE PÓS-GRADUAÇÃO EM AGRONOMIA - BRASÍLIA,854
PROGRAMA DE PÓS-GRADUAÇÃO EM AGRONEGÓCIOS - BRASÍLIA,853
PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS MÉDICAS - BRASÍLIA,845
PROGRAMA DE PÓS-GRADUAÇÃO EM QUÍMICA - BRASÍLIA,844
PROGRAMA DE PÓS-GRADUAÇÃO EM ENFERMAGEM - BRASÍLIA,843
PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES CÊNICAS - BRASÍLIA,842
PROGRAMA DE PÓS-GRADUAÇÃO EM COMUNICAÇÃO/PPGCOM - BRASÍLIA,841
PROGRAMA DE PÓS-GRADUAÇÃO EM COMPUTAÇÃO APLICADA (PROFISSIONAL) - BRASÍLIA,840
PROGRAMA DE PÓS-GRADUAÇÃO EM BIOÉTICA - BRASÍLIA,831
PROGRAMA DE PÓS-GRADUAÇÃO EM TECNOLOGIA AMBIENTAL E RECURSOS HÍDRICOS - BRASÍLIA,830
PROGRAMA DE PÓS-GRADUAÇÃO EM ESTRUTURAS E CONSTRUÇÃO CIVIL - BRASÍLIA,829
PROGRAMA DE PÓS-GRADUAÇÃO EM TRANSPORTES - BRASÍLIA,828
DEPARTAMENTO DE GESTAO DE POLITICAS PUBL - BRASÍLIA,791
DEPTO ENGENHARIA DE PRODUCAO - BRASÍLIA,760
DEPARTAMENTO DE FARMACIA - BRASÍLIA,678
CENTRO UNB CERRADO - BRASÍLIA,677
FACULDADE DE CIÊNCIA DA INFORMAÇÃO - BRASÍLIA,674
FACULDADE DO GAMA - BRASÍLIA,673
FACULDADE DE CEILÂNDIA - BRASÍLIA,672
INSTITUTO DE RELAÇÕES INTERNACIONAIS - BRASÍLIA,669
INSTITUTO DE CIÊNCIA POLÍTICA - BRASÍLIA,668
FACULDADE DE PLANALTINA - BRASÍLIA,666
PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO - BRASÍLIA,664
DEPARTAMENTO DE DESIGN (11.01.01.14.04) - BRASÍLIA,660
CENTRO ESTUDOS AVANÇADOS MULTIDISCIPLIN - BRASÍLIA,650
CENTRO DE APOIO AO DESENVOLVIMENTO TECNOLÓGICO - BRASÍLIA,643
CENTRO DE DESENVOLVIMENTO SUSTENTÁVEL - BRASÍLIA,640
INSTITUTO DE QUÍMICA - BRASÍLIA,610
DEPTO PSICOLOGIA SOCIAL E DO TRABALHO - BRASÍLIA,596
DEPTO PROCESSOS PSICOLÓGICOS BÁSICOS - BRASÍLIA,594
DEPTO PSICOLOGIA ESCOLAR DESENVOLVIMENTO - BRASÍLIA,593
DEPARTAMENTO DE PSICOLOGIA CLÍNICA - BRASÍLIA,592
INSTITUTO DE PSICOLOGIA - BRASÍLIA,583
DEPTO TEORIA LITERÁRIA E LITERATURA - BRASÍLIA,580
"DEPTO LINGUISTICA, PORT. LING. CLASSICAS - BRASÍLIA",578
DEPTO LÍNGUAS ESTRANGEIRAS E TRADUÇÃO - BRASÍLIA,574
INSTITUTO DE LETRAS - BRASÍLIA,567
DEPTO SERVIÇO SOCIAL - BRASÍLIA,563
DEPTO HISTÓRIA - BRASÍLIA,559
DEPTO GEOGRAFIA - BRASÍLIA,555
DEPTO FILOSOFIA - BRASÍLIA,552
DEPTO ECONOMIA - BRASÍLIA,548
INSTITUTO DE CIÊNCIAS HUMANAS - BRASÍLIA,544
OBSERVATÓRIO SISMOLÓGICO - BRASÍLIA,542
DEPTO GEOQUÍMICA E RECURSOS MINERAIS - BRASÍLIA,541
DEPTO MINERALOGIA E PETROLOGIA - BRASÍLIA,540
DEPTO GEOLOGIA GERAL APLICADA - BRASÍLIA,539
INSTITUTO DE GEOCIÊNCIAS - BRASÍLIA,533
INSTITUTO DE FÍSICA - BRASÍLIA,524
DEPARTAMENTO DE MATEMÁTICA - BRASÍLIA,518
DEPTO ESTATÍSTICA - BRASÍLIA,514
DEPTO CIÊNCIAS DA COMPUTAÇÃO - BRASÍLIA,508
INSTITUTO DE CIÊNCIAS EXATAS - BRASÍLIA,504
DEPTO ARTES VISUAIS - BRASÍLIA,498
DEPTO MÚSICA - BRASÍLIA,495
DEPTO ARTES CÊNICAS - BRASÍLIA,492
INSTITUTO DE ARTES - BRASÍLIA,485
DEPARTAMENTO DE SOCIOLOGIA - BRASÍLIA,483
DEPTO ANTROPOLOGIA - BRASÍLIA,481
DEPARTAMENTO DE ESTUDOS LATINO AMERICANO - BRASÍLIA,479
INSTITUTO DE CIÊNCIAS SOCIAIS - BRASÍLIA,473
DEPTO ZOOLOGIA - BRASÍLIA,472
DEPTO GENÉTICA E MORFOLOGIA - BRASÍLIA,471
DEPTO FITOPATOLOGIA - BRASÍLIA,469
DEPTO ECOLOGIA - BRASÍLIA,467
DEPTO CIÊNCIAS FISIOLÓGICAS - BRASÍLIA,466
DEPTO BIOLOGIA CELULAR - BRASÍLIA,464
DEPTO BOTÂNICA - BRASÍLIA,462
INSTITUTO DE CIÊNCIAS BIOLÓGICAS - BRASÍLIA,455
DEPARTAMENTO DE ENGENHARIA MECANICA - BRASÍLIA,449
DEPTO ENGENHARIA ELETRICA - BRASÍLIA,443
DEPTO ENGENHARIA CIVIL E AMBIENTAL - BRASÍLIA,437
DEPTO ENGENHARIA FLORESTAL - BRASÍLIA,433
FACULDADE DE TECNOLOGIA - BRASÍLIA,429
DEPTO ODONTOLOGIA - BRASÍLIA,427
DEPTO NUTRICAO - BRASÍLIA,424
DEPTO ENFERMAGEM - BRASÍLIA,422
DEPTO SAUDE COLETIVA - BRASÍLIA,420
FACULDADE DE CIÊNCIAS DA SAÚDE - BRASÍLIA,410
FACULDADE DE MEDICINA - BRASÍLIA,402
FACULDADE DE EDUCAÇÃO FÍSICA - BRASÍLIA,393
DEPARTAMENTO DE TEORIA E FUNDAMENTOS - BRASÍLIA,392
DEPARTAMENTO DE POLÍTICAS PÚBLICAS E GESTÃO DA EDUCAÇÃO - BRASÍLIA,391
DEPARTAMENTO DE MÉTODOS E TÉCNICAS - BRASÍLIA,390
FACULDADE DE EDUCAÇÃO - BRASÍLIA,381
FACULDADE DE DIREITO - BRASÍLIA,370
FACULDADE DE AGRONOMIA E MEDICINA VETERINÁRIA - BRASÍLIA,363
DEPTO TEORIA HISTORIA ARQUIT E URBANISM - BRASÍLIA,362
DEPTO TECNOLOGIA ARQUITETURA URBANISMO - BRASÍLIA,361
DEPTO PROJETOS EXPRES REPRES ARQ E URBAN - BRASÍLIA,360
FACULDADE DE ARQUITETURA E URBANISMO - BRASÍLIA,353
DEPARTAMENTO DE JORNALISMO/JOR - BRASÍLIA,352
DEPARTAMENTO DE AUDIOVISUAIS E PUBLICIDADE/DAP - BRASÍLIA,351
DEPARTAMENTO DE COMUNICAÇÃO ORGANIZACIONAL/COM - BRASÍLIA,345
FACULDADE DE COMUNICAÇÃO - BRASÍLIA,343
DEPTO CIÊNCIAS INFORMAÇÃO DOCUMENTAÇÃO - BRASÍLIA,337
DEPTO CIÊNCIAS CONTÁBEIS ATUARIAIS - BRASÍLIA,333
DEPTO ADMINISTRAÇÃO - BRASÍLIA,327
"FACULDADE ECONOMIA, ADMINISTRAÇÃO, CONTABILIDADE E GEST POL PÚBLICAS - BRASÍLIA",323
CENTRO INTEGRADO ORDENAMENTO TERRITORIAL - BRASÍLIA,316
CENTRO DE EXCELÊNCIA EM TURISMO - BRASÍLIA,314
HOSP-HOSPITAL UNIVERSITÁRIO DE BRASÍLIA - BRASÍLIA,288
DECANATO DE PÓS-GRADUAÇÃO / DPG - BRASÍLIA,170
DECANATO EXTENSÃO - BRASÍLIA,158
SECRETARIA DE ADMINISTRACAO ACADEMICA - BRASÍLIA,140
DECANATO DE ENSINO DE GRADUACAO / DEG - BRASÍLIA,130
REITORIA - BRASÍLIA,69
